Time	CpX	CpY	BottomLeft	BottomRight	TopLeft	TopRight	Weight	RAWBottomLeft	RAWBottomRight	RAWTopLeft	RAWTopRight
172.798   	     1.603	    -3.101	   192.786	   251.606	   133.633	   127.011	    71.942	     17937	      7887	     10130	     11690
172.823   	     1.632	    -3.106	   192.594	   252.303	   133.633	   127.105	    72.004	     17935	      7894	     10130	     11691
172.848   	     1.657	    -3.117	   192.211	   252.800	   133.432	   126.822	    71.966	     17931	      7899	     10128	     11688
172.873   	     1.642	    -3.120	   192.116	   252.104	   133.130	   126.539	    71.825	     17930	      7892	     10125	     11685
172.898   	     1.685	    -3.105	   191.924	   253.099	   133.533	   127.294	    72.025	     17928	      7902	     10129	     11693
172.923   	     1.664	    -3.156	   192.690	   253.596	   132.929	   126.256	    71.987	     17936	      7907	     10123	     11682
172.947   	     1.672	    -3.144	   192.211	   253.795	   133.331	   126.256	    71.999	     17931	      7909	     10127	     11682
172.973   	     1.686	    -3.145	   192.211	   253.298	   132.728	   126.539	    71.916	     17931	      7904	     10121	     11685
172.998   	     1.798	    -3.145	   190.680	   254.691	   132.326	   126.822	    71.890	     17915	      7918	     10117	     11688
173.022   	     1.763	    -3.147	   190.680	   254.392	   132.628	   126.256	    71.832	     17915	      7915	     10120	     11682
173.048   	     1.806	    -3.189	   191.541	   255.785	   131.824	   126.444	    71.999	     17924	      7929	     10112	     11684
173.073   	     1.856	    -3.226	   190.967	   257.377	   131.522	   125.595	    71.986	     17918	      7945	     10109	     11675
173.098   	     1.901	    -3.201	   190.680	   257.278	   131.321	   126.728	    72.041	     17915	      7944	     10107	     11687
173.123   	     1.924	    -3.209	   189.723	   257.377	   131.120	   126.067	    71.866	     17905	      7945	     10105	     11680
173.148   	     1.922	    -3.251	   190.776	   257.875	   130.316	   125.784	    71.913	     17916	      7950	     10097	     11677
173.173   	     1.940	    -3.243	   190.393	   257.875	   130.316	   125.973	    71.893	     17912	      7950	     10097	     11679
173.198   	     1.925	    -3.229	   190.297	   257.377	   130.517	   126.067	    71.863	     17911	      7945	     10099	     11680
173.223   	     1.865	    -3.254	   191.733	   257.178	   130.416	   125.690	    71.940	     17926	      7943	     10098	     11676
173.248   	     1.827	    -3.233	   191.829	   256.581	   131.019	   125.784	    71.961	     17927	      7937	     10104	     11677
173.273   	     1.765	    -3.235	   192.499	   255.885	   131.321	   125.407	    71.950	     17934	      7930	     10107	     11673
173.298   	     1.718	    -3.224	   193.169	   255.188	   131.623	   125.595	    71.997	     17941	      7923	     10110	     11675
173.323   	     1.595	    -3.178	   193.647	   252.800	   132.728	   125.501	    71.906	     17946	      7899	     10121	     11674
173.348   	     1.563	    -3.175	   193.551	   251.805	   132.628	   125.124	    71.746	     17945	      7889	     10120	     11670
173.373   	     1.478	    -3.166	   194.126	   250.014	   132.728	   124.746	    71.593	     17951	      7871	     10121	     11666
173.398   	     1.434	    -3.159	   195.657	   249.915	   133.130	   125.501	    71.857	     17967	      7870	     10125	     11674
173.423   	     1.413	    -3.127	   195.753	   249.218	   133.633	   126.161	    71.915	     17968	      7863	     10130	     11681
173.448   	     1.352	    -3.123	   196.327	   248.920	   134.337	   125.784	    71.976	     17974	      7860	     10137	     11677
173.473   	     1.314	    -3.108	   196.519	   248.522	   134.940	   125.784	    72.017	     17976	      7856	     10143	     11677
173.498   	     1.271	    -3.092	   196.519	   247.228	   135.040	   125.690	    71.885	     17976	      7843	     10144	     11676
173.523   	     1.248	    -3.047	   196.040	   246.333	   135.845	   126.161	    71.875	     17971	      7834	     10152	     11681
173.548   	     1.217	    -3.043	   196.519	   246.234	   136.247	   126.161	    71.955	     17976	      7833	     10156	     11681
173.572   	     1.187	    -3.061	   197.284	   246.234	   136.146	   125.878	    71.994	     17984	      7833	     10155	     11678
173.598   	     1.160	    -3.054	   197.284	   245.836	   136.448	   125.690	    71.965	     17984	      7829	     10158	     11676
173.623   	     1.167	    -3.034	   196.710	   244.940	   136.247	   125.973	    71.823	     17978	      7820	     10156	     11679
173.648   	     1.166	    -3.007	   196.423	   244.443	   136.548	   126.444	    71.822	     17975	      7815	     10159	     11684
173.673   	     1.163	    -2.989	   196.519	   244.542	   137.051	   126.916	    71.942	     17976	      7816	     10164	     11689
173.697   	     1.204	    -2.975	   195.561	   245.239	   137.453	   127.011	    71.966	     17966	      7823	     10168	     11690
173.723   	     1.259	    -2.953	   194.987	   245.438	   137.352	   127.954	    72.013	     17960	      7825	     10167	     11700
173.749   	     1.309	    -2.946	   193.743	   245.637	   137.151	   127.860	    71.877	     17947	      7827	     10165	     11699
173.773   	     1.432	    -2.931	   192.403	   246.333	   136.347	   128.992	    71.844	     17933	      7834	     10157	     11711
173.798   	     1.476	    -2.922	   191.829	   246.035	   135.744	   129.464	    71.742	     17927	      7831	     10151	     11716
173.823   	     1.598	    -2.938	   191.159	   248.522	   135.443	   130.124	    71.964	     17920	      7856	     10148	     11723
173.849   	     1.631	    -2.953	   190.776	   248.621	   134.739	   129.935	    71.844	     17916	      7857	     10141	     11721
173.873   	     1.686	    -2.943	   190.010	   249.417	   134.839	   130.313	    71.896	     17908	      7865	     10142	     11725
173.897   	     1.749	    -2.946	   189.819	   249.716	   134.035	   131.067	    71.902	     17906	      7868	     10134	     11733
173.923   	     1.773	    -2.921	   189.531	   249.119	   133.834	   131.916	    71.878	     17903	      7862	     10132	     11742
173.947   	     1.796	    -2.882	   188.957	   248.820	   134.236	   132.860	    71.926	     17897	      7859	     10136	     11752
173.973   	     1.767	    -2.852	   189.244	   247.129	   134.035	   133.615	    71.839	     17900	      7842	     10134	     11760
173.998   	     1.726	    -2.826	   189.436	   246.333	   134.638	   133.898	    71.868	     17902	      7834	     10140	     11763
174.022   	     1.657	    -2.762	   190.010	   243.945	   135.241	   135.219	    71.879	     17908	      7810	     10146	     11777
174.048   	     1.651	    -2.756	   190.297	   243.448	   135.040	   135.596	    71.876	     17911	      7805	     10144	     11781
174.073   	     1.541	    -2.727	   192.307	   241.557	   135.543	   136.539	    72.035	     17932	      7786	     10149	     11791
174.097   	     1.343	    -2.709	   194.413	   238.771	   136.548	   135.973	    72.011	     17954	      7758	     10159	     11785
174.123   	     1.248	    -2.690	   196.136	   237.080	   136.850	   136.634	    72.112	     17972	      7741	     10162	     11792
174.148   	     0.910	    -2.679	   199.007	   230.911	   137.151	   134.747	    71.614	     18002	      7679	     10165	     11772
174.173   	     0.498	    -2.685	   205.037	   224.742	   137.554	   133.992	    71.564	     18065	      7617	     10169	     11764
174.198   	     0.275	    -2.735	   209.153	   221.360	   136.448	   133.143	    71.439	     18108	      7583	     10158	     11755
174.223   	    -0.559	    -2.757	   222.075	   209.122	   137.051	   131.916	    71.445	     18243	      7460	     10164	     11742
174.247   	    -1.107	    -2.745	   229.349	   201.062	   138.257	   130.784	    71.373	     18319	      7379	     10176	     11730
174.273   	    -1.599	    -2.685	   234.613	   193.003	   140.067	   130.124	    71.205	     18374	      7298	     10194	     11723
174.298   	    -2.652	    -2.526	   245.142	   174.795	   143.686	   129.180	    70.694	     18484	      7115	     10230	     11713
174.323   	    -3.032	    -2.451	   249.066	   168.428	   145.596	   129.275	    70.649	     18525	      7051	     10249	     11714
174.348   	    -3.652	    -2.447	   258.925	   158.080	   145.294	   129.464	    70.588	     18628	      6947	     10246	     11716
174.373   	    -3.880	    -2.449	   263.998	   154.100	   144.892	   130.501	    70.764	     18681	      6907	     10242	     11727
174.397   	    -4.361	    -2.449	   275.483	   146.539	   144.992	   132.954	    71.425	     18801	      6831	     10243	     11753
174.423   	    -4.569	    -2.446	   280.652	   141.265	   143.183	   134.841	    71.423	     18855	      6778	     10225	     11773
174.448   	    -4.567	    -2.456	   283.141	   140.370	   141.977	   136.634	    71.645	     18881	      6769	     10213	     11792
174.473   	    -4.542	    -2.571	   287.544	   140.171	   137.956	   137.766	    71.779	     18927	      6767	     10173	     11804
174.498   	    -4.745	    -2.785	   299.699	   141.763	   136.448	   137.577	    73.009	     19054	      6783	     10158	     11802
174.523   	    -5.124	    -2.943	   308.505	   140.768	   136.950	   134.181	    73.511	     19146	      6773	     10163	     11766
174.548   	    -6.052	    -3.218	   321.810	   137.982	   141.273	   122.765	    73.860	     19285	      6745	     10206	     11645
174.573   	    -6.573	    -3.369	   327.552	   136.589	   143.987	   115.312	    73.820	     19345	      6731	     10233	     11566
174.597   	    -7.764	    -3.638	   336.167	   130.022	   148.913	    98.990	    72.867	     19435	      6665	     10282	     11393
174.623   	    -8.344	    -3.715	   336.167	   125.943	   151.728	    90.499	    71.871	     19435	      6624	     10310	     11303
174.647   	    -9.473	    -3.921	   341.814	   120.769	   158.362	    74.932	    71.008	     19494	      6572	     10376	     11138
174.673   	   -10.009	    -4.107	   347.940	   119.277	   159.971	    67.479	    70.884	     19558	      6557	     10392	     11059
174.698   	   -11.156	    -4.490	   361.244	   117.088	   164.997	    51.252	    70.876	     19697	      6535	     10442	     10887
174.723   	   -11.419	    -4.583	   366.413	   117.386	   167.108	    47.666	    71.283	     19751	      6538	     10463	     10849
174.748   	   -11.550	    -4.606	   372.443	   119.774	   171.732	    45.779	    72.421	     19814	      6562	     10509	     10829
174.778   	   -11.246	    -4.568	   367.466	   120.869	   168.717	    48.704	    72.016	     19762	      6573	     10479	     10860
174.797   	   -11.246	    -4.568	   367.466	   120.869	   168.717	    48.704	    72.016	     19762	      6573	     10479	     10860
174.823   	   -11.164	    -4.635	   367.753	   121.864	   166.304	    48.799	    71.910	     19765	      6583	     10455	     10861
174.847   	   -11.083	    -4.889	   368.327	   122.958	   158.161	    47.006	    71.067	     19771	      6594	     10374	     10842
174.872   	   -11.107	    -4.992	   370.337	   122.859	   155.347	    46.346	    70.907	     19792	      6593	     10346	     10835
174.898   	   -11.064	    -5.326	   377.516	   126.142	   148.209	    43.987	    71.005	     19867	      6626	     10275	     10810
174.923   	   -11.060	    -5.467	   379.526	   126.739	   144.590	    42.949	    70.796	     19888	      6632	     10239	     10799
174.947   	   -11.004	    -5.785	   388.619	   129.525	   137.252	    41.911	    71.154	     19983	      6660	     10166	     10788
174.973   	   -11.008	    -6.272	   401.157	   133.903	   127.400	    38.326	    71.509	     20114	      6704	     10068	     10750
174.997   	   -11.013	    -6.495	   406.996	   135.793	   122.776	    36.722	    71.662	     20175	      6723	     10022	     10733
175.023   	   -11.004	    -6.668	   412.069	   137.385	   119.057	    35.779	    71.866	     20228	      6739	      9985	     10723
175.047   	   -10.971	    -6.985	   420.109	   140.569	   112.221	    33.703	    72.102	     20312	      6771	      9917	     10701
175.072   	   -11.005	    -7.184	   424.799	   141.265	   107.597	    32.288	    72.036	     20361	      6778	      9871	     10686
175.098   	   -10.996	    -7.226	   425.277	   141.962	   106.893	    31.722	    72.026	     20366	      6785	      9864	     10680
175.123   	   -11.024	    -7.408	   427.862	   141.962	   102.168	    30.401	    71.673	     20393	      6785	      9817	     10666
175.148   	   -11.054	    -7.504	   428.340	   142.161	   100.158	    29.080	    71.402	     20398	      6787	      9797	     10652
175.173   	   -11.061	    -7.685	   429.393	   142.061	    95.232	    27.760	    70.862	     20409	      6786	      9748	     10638
